status,source_file,target_file,key_path,english_value,zh_value
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.registrations,Sign up,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.reports,Reports,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.rules,Rules,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.securities,Security,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.security,Security,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.self_hosting,Self-Hosting,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.sessions,Sign in,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.simplefin_items,SimpleFIN,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.snaptrade_items,SnapTrade,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.sophtron_items,Sophtron,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.splits,Split,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.sso_identities,SSO connections,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.sso_providers,SSO providers,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.subscriptions,Subscription,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.tags,Tags,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.trades,Trades,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.transactions,Transactions,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.transfer_matches,Transfer matches,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.transfers,Transfers,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.users,Users,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.valuations,Valuations,
missing,config/locales/breadcrumbs/en.yml,config/locales/breadcrumbs/zh-CN.yml,breadcrumbs.vehicles,Vehicles,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,defaults.brand_name,%{brand_name},
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,defaults.product_name,%{product_name},
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,defaults.common.close,Close,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,global.expand,Expand,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.about_x_hours.one,about %{count} hour,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.about_x_hours.other,about %{count} hours,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.about_x_months.one,about %{count} month,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.about_x_months.other,about %{count} months,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.about_x_years.one,about %{count} year,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.about_x_years.other,about %{count} years,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.almost_x_years.one,almost %{count} year,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.almost_x_years.other,almost %{count} years,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.less_than_x_minutes.one,less than a minute,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.less_than_x_minutes.other,less than %{count} minutes,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.less_than_x_seconds.one,less than %{count} second,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.less_than_x_seconds.other,less than %{count} seconds,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.over_x_years.one,over %{count} year,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.over_x_years.other,over %{count} years,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_days.one,%{count} day,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_days.other,%{count} days,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_minutes.one,%{count} minute,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_minutes.other,%{count} minutes,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_months.one,%{count} month,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_months.other,%{count} months,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_seconds.one,%{count} second,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_seconds.other,%{count} seconds,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_years.one,%{count} year,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,datetime.distance_in_words.x_years.other,%{count} years,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.messages.too_long.one,is too long (maximum is %{count} character),
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.messages.too_long.other,is too long (maximum is %{count} characters),
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.messages.too_short.one,is too short (minimum is %{count} character),
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.messages.too_short.other,is too short (minimum is %{count} characters),
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.messages.wrong_length.one,is the wrong length (should be %{count} character),
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.messages.wrong_length.other,is the wrong length (should be %{count} characters),
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.template.header.one,%{count} error prohibited this %{model} from being saved,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,errors.template.header.other,%{count} errors prohibited this %{model} from being saved,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,helpers.select.search_placeholder,Search,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,helpers.select.default_label,Select...,
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.format.round_mode,default,default
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.decimal_units.format,%n %u,%n %u
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.decimal_units.units.million.one,Million,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.decimal_units.units.million.other,Million,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.decimal_units.units.trillion.one,Trillion,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.decimal_units.units.trillion.other,Trillion,
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.format,%n %u,%n %u
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.byte.one,Byte,
missing,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.byte.other,Bytes,
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.eb,EB,EB
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.gb,GB,GB
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.kb,KB,KB
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.mb,MB,MB
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.pb,PB,PB
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.human.storage_units.units.tb,TB,TB
same_as_en,config/locales/defaults/en.yml,config/locales/defaults/zh-CN.yml,number.percentage.format.format,%n%,%n%
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.authorizations.error.go_back,Go back,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.authorizations.show.authorization_code_label,Authorization Code:,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.authorizations.show.copy_instructions,Copy this code and paste it into the application.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.pre_authorization.status,Pre-authorization,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_request.unknown,"The request is missing a required parameter, includes an unsupported parameter value, or is otherwise malformed.",
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_request.missing_param,Missing required parameter: %{value}.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_request.request_not_authorized,Request need to be authorized. Required parameter for authorizing request is missing or invalid.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_request.invalid_code_challenge,Code challenge is required.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_redirect_uri,The requested redirect uri is malformed or doesn't match client redirect URI.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.unauthorized_client,The client is not authorized to perform this request using this method.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_scope,"The requested scope is invalid, unknown, or malformed.",
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_code_challenge_method.zero,The authorization server does not support PKCE as there are no accepted code_challenge_method values.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_code_challenge_method.one,The code_challenge_method must be %{challenge_methods}.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_code_challenge_method.other,The code_challenge_method must be one of %{challenge_methods}.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.server_error,The authorization server encountered an unexpected condition which prevented it from fulfilling the request.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.temporarily_unavailable,The authorization server is currently unable to handle the request due to a temporary overloading or maintenance of the server.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.credential_flow_not_configured,Resource Owner Password Credentials flow failed due to Doorkeeper.configure.resource_owner_from_credentials being unconfigured.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.resource_owner_authenticator_not_configured,Resource Owner find failed due to Doorkeeper.configure.resource_owner_authenticator being unconfigured.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.unsupported_response_type,The authorization server does not support this response type.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.unsupported_response_mode,The authorization server does not support this response mode.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_client,"Client authentication failed due to unknown client, no client authentication included, or unsupported authentication method.",
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_grant,"The provided authorization grant is invalid, expired, revoked, does not match the redirection URI used in the authorization request, or was issued to another client.",
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.unsupported_grant_type,The authorization grant type is not supported by the authorization server.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_token.revoked,The access token was revoked,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_token.expired,The access token expired,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.invalid_token.unknown,The access token is invalid,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.revoke.unauthorized,You are not authorized to revoke this token,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.errors.messages.forbidden_token.missing_scope,"Access to this resource requires scope ""%{oauth_scopes}"".",
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.flash.applications.create.notice,Application created.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.flash.applications.destroy.notice,Application deleted.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.flash.applications.update.notice,Application updated.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.flash.authorized_applications.destroy.notice,Application revoked.,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.layouts.admin.title,Doorkeeper,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.layouts.admin.nav.oauth2_provider,OAuth2 Provider,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.layouts.admin.nav.applications,Applications,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.layouts.admin.nav.home,Home,
missing,config/locales/doorkeeper.en.yml,config/locales/doorkeeper.zh-CN.yml,doorkeeper.layouts.application.title,OAuth authorization required,
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.balance_asc.label,Balance (Low to High),
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.balance_asc.label_short,Balance ↑,
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.balance_desc.label,Balance (High to Low),
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.balance_desc.label_short,Balance ↓,
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.name_asc.label,Name (A-Z),
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.name_asc.label_short,Name ↑,
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.name_desc.label,Name (Z-A),
missing,config/locales/models/account/en.yml,config/locales/models/account/zh-CN.yml,account_order.name_desc.label_short,Name ↓,
missing,config/locales/models/import/en.yml,config/locales/models/import/zh-CN.yml,activerecord.attributes.import.col_sep,Column separator,
missing,config/locales/models/import/en.yml,config/locales/models/import/zh-CN.yml,activerecord.attributes.import.col_seps.comma,"Comma (,)",
missing,config/locales/models/import/en.yml,config/locales/models/import/zh-CN.yml,activerecord.attributes.import.col_seps.semicolon,Semicolon (;),
missing,config/locales/models/import/en.yml,config/locales/models/import/zh-CN.yml,activerecord.errors.models.import.duplicate_headers,CSV headers normalize to duplicate columns: %{columns},
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.not_authorized,You don't have permission to manage this account,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.complete_setup,Complete setup,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.edit,Edit,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.change_simplefin_account,Change SimpleFIN account,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.enable,Enable account,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.disable,Disable account,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.set_default,Set as default,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.remove_default,Unset default,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.default_label,Default,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.delete,Delete account,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.account.sharing,Sharing,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.create.success,%{type} account created,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.set_default.depository_only,Only cash and credit card accounts can be set as default.,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.destroy.success,%{type} account scheduled for deletion,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.destroy.cannot_delete_linked,Cannot delete a linked account. Please unlink it first.,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.destroy.failed,Resource deletion failed. Try again later.,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.empty.empty_message,"Add an account either via connection, importing or entering manually.",
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.empty.new_account,New account,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.empty.no_accounts,No accounts yet,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.balance,Balance on date:,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.opening_balance_date_label,Opening balance date,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.name_label,Account name,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.name_placeholder,Example account name,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.additional_details,Additional details,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.institution_name_label,Institution name,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.institution_name_placeholder,"e.g., Chase Bank",
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.institution_domain_label,Institution domain,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.institution_domain_placeholder,"e.g., chase.com",
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.notes_label,Notes,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.form.notes_placeholder,"Store additional information like account numbers, sort codes, IBAN, routing numbers, etc.",
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.index.accounts,Accounts,
missing,config/locales/views/accounts/en.yml,config/locales/views/accounts/zh-CN.yml,accounts.index.manual_accounts.other_accounts,Other accounts,
